gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Kcnn4,134.89729209865405,-0.9882088953893482,0.1815796250466048,-5.442289547275535,5.2600085654426236e-08,6.954330023677069e-06
Gadd45g,341.81923418087797,-1.0546917903753572,0.19437047727262188,-5.426193345690344,5.756859791731542e-08,7.5498430591240596e-06
Gfpt2,53.77956931758642,-1.226049577311808,0.22604304156131705,-5.423965138865939,5.829125522329582e-08,7.583459139529893e-06
Aox3,8371.67657412885,0.6053151343200155,0.11188033225744443,5.4103801991501355,6.289108410850475e-08,8.116942934702416e-06
Tmsb4x,5918.882878774417,-0.5097654884956339,0.0946827265622783,-5.383933342480707,7.287550058708142e-08,9.18683248486138e-06
Tlr5,180.3082187867221,1.172166318150946,0.21777530721585855,5.38245741969771,7.347576135743787e-08,9.19125254765119e-06
Mbp,118.54201316181789,-1.0057252236739276,0.1869437562985995,-5.379827834782103,7.45571059713329e-08,9.255325628288668e-06
Wnk4,51.03646442756982,-1.4029454404224206,0.2614278300781454,-5.36647318689466,8.029113012594473e-08,9.817250812842957e-06
Gm14403,114.8730240853793,0.7955715725921966,0.1488657793072546,5.344220654971081,9.080689657044763e-08,1.0938531496508291e-05
Cdkn1c,80.29961741213131,-1.1134967690017865,0.20857382771381666,-5.338621730285408,9.365581534543322e-08,1.1198756390789965e-05
St14,204.64297813411275,-1.159256074464567,0.21780370907484262,-5.322480867698257,1.023615530056189e-07,1.2150391058229012e-05
Abat,4758.025817837282,0.6215198083583154,0.1170775196679081,5.308617829633429,1.1045966680446085e-07,1.2859920757798335e-05
Tppp,468.14757013342785,0.7428307281095746,0.13994015537750315,5.3082028250269655,1.1071140733561473e-07,1.2859920757798335e-05
Cyba,967.9244158944875,-0.6051987326350918,0.11399876901885228,-5.308818137632771,1.1033835888347968e-07,1.2859920757798335e-05
Kcnk10,84.72679060806111,1.31296981705897,0.24775208504150503,5.299530846890805,1.1610062071945042e-07,1.2884208831555608e-05
Trim35,270.0269171819485,-0.9760435788769726,0.18419543988637593,-5.298956257978273,1.1646652922387619e-07,1.2884208831555608e-05
Tagln2,1019.3961161237266,-0.706590343991088,0.1331982428069079,-5.3048022939416954,1.1279517827723894e-07,1.2884208831555608e-05
Clec5a,47.66163109880787,-1.4313813705881713,0.26996942294603626,-5.302012927865123,1.1453272851689596e-07,1.2884208831555608e-05
Lsp1,292.6502583465737,-0.7221284985026502,0.1360886436446266,-5.306309763718209,1.1186679258036704e-07,1.2884208831555608e-05
Clstn3,447.86580471782173,1.1840678363744819,0.22523529698461617,5.257026106593564,1.464035363146898e-07,1.5978619513754934e-05
Agl,1523.163358698879,0.5350340915780576,0.10177086784298425,5.257242105899375,1.4623174766413335e-07,1.5978619513754934e-05
Kcnq1,46.71652578970311,-1.8547819273391493,0.35430259312291923,-5.235022162808908,1.6496506802536986e-07,1.7533738145284736e-05
Dhrs7l,1285.1505567174438,0.5789729977792546,0.11059105450015956,5.235260667294019,1.64752182503384e-07,1.7533738145284736e-05
Gsn,1105.0444131884085,-0.7900336908343722,0.1511207927421436,-5.227829185507262,1.715118519886536e-07,1.8111206084671978e-05
Atp1a2,120.52433851703445,-0.9030990341131271,0.1728335584275645,-5.225252794246095,1.739173352129162e-07,1.8246733582144795e-05
Plekho1,324.9353685119353,-0.6177173846998891,0.11833901929406355,-5.219896095005722,1.7902354128499896e-07,1.866205659215803e-05
Lgals3,2786.821296948063,-0.670019600222783,0.12848698648728185,-5.214688417407191,1.8412646467058665e-07,1.8686280320595556e-05
Cav1,93.78996171333333,-1.727944357211544,0.331416846923955,-5.213809657684747,1.850012994475393e-07,1.8686280320595556e-05
Evc,125.74157367646737,-1.1736596755721582,0.22500748374052387,-5.216091731978167,1.827377043012172e-07,1.8686280320595556e-05
Plp2,183.35157169123912,-0.8610812240838024,0.16509435059334773,-5.2156916392904025,1.8313261220456883e-07,1.8686280320595556e-05
Coro1a,640.5346122842252,-0.6566573432958146,0.12585648052259335,-5.217509186409623,1.8134523242864426e-07,1.8686280320595556e-05
Ltk,15.51755810292921,-2.5098294438192323,0.48159997736376625,-5.211440119988806,1.8738032526448817e-07,1.8694348769638693e-05
Olfml2a,31.15808193445006,-2.2333725486677145,0.4285417833978235,-5.211563108175223,1.8725612031863471e-07,1.8694348769638693e-05
Pik3r1,1919.5522741426412,0.5860276607693217,0.11251084548532714,5.208632627738516,1.9023734756953095e-07,1.8863656988876295e-05
Aldh3a2,8794.140413781915,0.5246834005618651,0.10077199017464765,5.206639262086,1.92291394490923e-07,1.8883538360585196e-05
Paqr9,2984.397727731392,0.8212445623582768,0.1580526909532553,5.196017590115964,2.0360300206561645e-07,1.9708285830899136e-05
Thsd4,62.930147832995125,-1.5878268494876056,0.3060344490006121,-5.188392531209549,2.1211711765378237e-07,2.017221384377666e-05
Slc10a5,979.8527615908148,0.6704919834748924,0.12969167368010148,5.169892287216011,2.3422895980537596e-07,2.201752222170534e-05
Dpt,519.6847095741678,-1.1220101071260202,0.21741051824383847,-5.160790361888659,2.459094309718061e-07,2.2851309522648633e-05
Ctsk,212.61421925497697,-0.8575278587106688,0.1661539981529756,-5.161042576424524,2.455783145865733e-07,2.2851309522648633e-05
Cd9,1061.1949117319587,-0.7443502213629384,0.1442694583846552,-5.159444207368764,2.476840184134749e-07,2.2885440383181414e-05
Fabp5,1026.2572245881815,-0.8246864872891659,0.15988281534214055,-5.158068336014609,2.495105618215978e-07,2.2923959075383182e-05
Mctp2,322.18393090278084,0.6563086277336431,0.12737330770033198,5.152638646063303,2.5684659200184314e-07,2.3465389208617825e-05
Cavin1,357.5196473265195,-0.8978004178058014,0.17430899565865057,-5.150625843567848,2.5961866149568024e-07,2.3586137839344984e-05
Slc25a24,143.8906400870663,-1.1143425150406878,0.21664723749752557,-5.14358054094004,2.695510143397515e-07,2.4256309421046795e-05
Ptk7,84.1008672032478,-1.210991921430211,0.23545115922361184,-5.143282901742318,2.6997860073849895e-07,2.4256309421046795e-05
Lrtm2,44.97427316962653,1.3669375139216424,0.2660669858843076,5.137569057575674,2.783152068725405e-07,2.48679224953915e-05
Ighg2b,73.53651193513352,-3.8768917347667142,0.7551968100799752,-5.133617731192683,2.842250971860465e-07,2.5257205084368788e-05
Col27a1,336.46620188822556,-0.7824723541135626,0.15261089245135576,-5.127237915622394,2.9402386369745203e-07,2.572036034816606e-05
Nipal1,180.23216817157837,-1.3159141598657078,0.25665673522010346,-5.127136674349135,2.9418195946125244e-07,2.572036034816606e-05
Sema5b,60.34145965148595,1.3786401157821313,0.26907881345571727,5.12355505837332,2.99828040455579e-07,2.6073816010099602e-05
Egflam,56.965367125232675,-1.8412458473695343,0.35956462317144744,-5.120764749127147,3.042990703480519e-07,2.632186958510649e-05
Lum,1327.8131215567282,-0.8739860359927647,0.17079364980087003,-5.117204515576273,3.100973243041595e-07,2.6681495702826677e-05
Igfbp7,3967.340668698171,-0.818001910113716,0.16023210025988213,-5.105106335041419,3.306085555373182e-07,2.829661226393615e-05
Adamts16,23.193279657796793,-2.9001914900938237,0.5693327892381397,-5.094018024106347,3.5055341773143426e-07,2.9846595178788397e-05
Lyz2,12920.941491165135,-0.6662661372924622,0.13089291744280726,-5.090161869022307,3.5775798547643024e-07,3.0301356040717234e-05
Kcne3,80.91686181550205,-2.0617520832413856,0.40540690530594387,-5.085636323055391,3.6639554484368185e-07,3.0872146892476446e-05
Rhoc,586.9893778461806,-0.680512165159291,0.13388275402588448,-5.082896375344377,3.717225205117964e-07,3.115954447712801e-05
Clec4d,211.1717483363655,-0.9072272952387949,0.1787927889962714,-5.074182803075545,3.891648031600167e-07,3.2454348866606107e-05
Csad,1853.1713077026875,0.8196307073268688,0.16177070987314035,5.066619958394313,4.04941601634324e-07,3.3597756764170294e-05
Tm4sf1,336.8534124328849,-1.010415060285647,0.19953201249335514,-5.063924568591699,4.107122125378546e-07,3.390356345325174e-05
Gldc,1470.9074355088894,0.6172987610310753,0.12196527507681833,5.061266500996101,4.164805798130151e-07,3.418670203707052e-05
Loxl1,237.19853438477716,-1.0491318355461114,0.20732133652706106,-5.060414201068839,4.1834667970588074e-07,3.418670203707052e-05
Slc22a30,2137.538202130099,0.5630278538683143,0.11129720332381039,5.058778091936681,4.2195155186800385e-07,3.430888068238739e-05
Bcam,163.3229781332364,-1.386394205434826,0.2741645948829791,-5.056795192780368,4.263606949881326e-07,3.4494913541776174e-05
Slc4a11,11.703165595460657,-2.436918119929107,0.48308762786532217,-5.044463942695888,4.5479458276596396e-07,3.643285470413845e-05
Trim46,34.413879879272606,-1.538003260883527,0.30510485063877574,-5.0409007187644574,4.633458143547739e-07,3.684630952829691e-05
Ar,358.7409618935326,0.8536373604415951,0.1693580478842825,5.040429853235325,4.6448736030628865e-07,3.684630952829691e-05
Gda,571.2231325036361,0.5648571822776532,0.11214211962641951,5.03697615275482,4.7294367623617867e-07,3.7335000305595814e-05
Serpine2,282.71345474453426,-1.1306321402465576,0.22453021890376362,-5.03554553042662,4.764898499492529e-07,3.739486252277118e-05
Krt7,67.02848904024987,-1.5720737930593442,0.313345143729128,-5.017067679269117,5.246608940572604e-07,4.050610791114323e-05
Bicc1,460.0032600352861,-1.3015111360928757,0.25948322180104705,-5.015781471569596,5.281833597719446e-07,4.0515649984015864e-05
Fmo2,566.6410462566053,-0.9528450411032774,0.190205996105644,-5.009542604398492,5.455954813013103e-07,4.137399005025197e-05
Junb,931.0639605799072,-0.66707314313779,0.13317159528081945,-5.009124819231385,5.467810461534801e-07,4.137399005025197e-05
Utp14b,205.6946994324625,0.5609135926332351,0.11198013021400915,5.009045725891312,5.470057717872447e-07,4.137399005025197e-05
Col4a4,45.7953618974987,-1.4201812794289699,0.28417758660317666,-4.997513338066664,5.807432303657629e-07,4.3520951208331966e-05
Rab27b,93.8371529262553,-1.283281059772737,0.2571814458485962,-4.989788651115252,6.044538939556149e-07,4.488415170550781e-05
Vsig10,131.45614108722958,-1.2488039588157047,0.25026589387018083,-4.989908690728312,6.040783985869108e-07,4.488415170550781e-05
Lhfpl2,452.3792766750427,-0.8574333609360467,0.17189845242198518,-4.988022572950076,6.100044275674105e-07,4.509041818682377e-05
Cbx6,313.108516243883,-1.0830817830333654,0.21720451330087168,-4.986460762595115,6.149538829044483e-07,4.518019057300335e-05
Cyp4a14,2615.0220012724017,0.7936611786926064,0.15918147728535378,4.985889013141046,6.167754462677865e-07,4.518019057300335e-05
Mapk8ip1,85.86099112443202,-1.2150476691357048,0.2446036486906097,-4.967414327791057,6.785151789211161e-07,4.925899035542496e-05
Cdh6,56.70620476972895,-2.0704814254634964,0.4169977545418629,-4.965210011114433,6.86267662685691e-07,4.960037658042092e-05
Fxyd5,310.17568929411084,-0.6932737475413251,0.13977329798835506,-4.959987047018693,7.049788024494035e-07,5.0727280024036284e-05
Ces1e,915.1202945456296,1.2015324058293808,0.24269056730168945,4.9508821837964225,7.387782056897253e-07,5.2925159387340585e-05
Susd3,37.1103918660141,-1.2259708505252327,0.24791499948531107,-4.945125761129557,7.609472338866946e-07,5.389626076286858e-05
Sparcl1,356.6569515451225,-1.0703263538883145,0.21645589253231715,-4.944778085579322,7.623065191233258e-07,5.389626076286858e-05
Mtcl1,48.89331541845154,-1.786167379782599,0.3620937362473816,-4.932886711308073,8.102315330541103e-07,5.658526261272123e-05
Lama5,267.53841031962986,-1.363668358906941,0.27719279133582786,-4.919566458908426,8.673611485949704e-07,6.0277893155775256e-05
Cldn4,43.43210790324439,-2.3005363442441253,0.46884817889692915,-4.906783150265518,9.258229590896265e-07,6.376094253473253e-05
Cpxm1,281.54040232638744,-0.8635064346376611,0.17603779029938166,-4.90523332046559,9.331634684089497e-07,6.376094253473253e-05
Pdzk1ip1,71.34237683314285,-1.8561198856579828,0.37848741572722544,-4.9040464980629155,9.38822505341363e-07,6.38792116395868e-05
Tmem132a,257.8728871546875,-0.8632105141528666,0.1768758471052327,-4.880318756236388,1.0591451203913992e-06,7.030129774614259e-05
Fblim1,370.70989343147096,-0.7989126165749019,0.16383580410075702,-4.876300519046377,1.0809389171931912e-06,7.145621411136453e-05
Meox1,21.08487498295562,-2.0447067679378668,0.4203746088391986,-4.864011110433187,1.1503045220892196e-06,7.573381432475663e-05
Rgma,22.13404720389525,-1.9999752845447145,0.4117719096623221,-4.856997861230543,1.1917888098098532e-06,7.814866784325739e-05
Fxyd3,35.60018217247186,-2.0571513896252944,0.42376678326619516,-4.854442280184725,1.20726025779567e-06,7.884524623402885e-05
Ppic,187.15838886956757,-1.0905139390458682,0.22469526565615663,-4.8533018079457175,1.2142268483097813e-06,7.898302802885465e-05
Pamr1,347.50047276539124,-0.9703073647932028,0.2000935584396399,-4.849268374053655,1.2391767294739557e-06,7.996623799486298e-05
Niban2,787.3792689167185,-0.697613316458477,0.14457276766767035,-4.825343857717948,1.3976192430202286e-06,8.843612501943563e-05
Cd200l1,85.77753497277394,-1.9179811674023366,0.3976994194425876,-4.822690387857654,1.4163473099373577e-06,8.92737982720981e-05
Sphk1,61.70960241341307,-1.8643087641300558,0.3870475500891075,-4.816743482036891,1.4592008111246083e-06,9.126739842503224e-05
Plaur,151.9120021613441,-0.8622023207923966,0.17959687640698144,-4.800764568079539,1.580610040322291e-06,9.84823006732609e-05
Syt7,87.40756230572931,-1.5761577058125011,0.32838910117638226,-4.799665092922574,1.5893117719365364e-06,9.864651921844258e-05
Adamtsl2,987.5423651603281,-1.0608452789763454,0.22142278232572743,-4.791039421660652,1.6591952002102557e-06,0.00010220391040083023
Homer3,95.36407877489184,-0.8189618084216966,0.1712035836557162,-4.7835552909254355,1.7222148920482964e-06,0.00010568550405467696
H2-Q2,35.40221933714251,-1.726893035606708,0.3611510304062447,-4.7816367397988415,1.7387366886696753e-06,0.00010629825575618895
Gpm6a,63.251980397646335,-1.5890834554440476,0.33254744931953445,-4.778516445384451,1.7659332165695764e-06,0.00010736842272303021
Zfp1003,989.590076299427,0.6196574185670747,0.12982171455425673,4.773141540262894,1.8137422733777572e-06,0.00010964712583520107
Uchl1,16.107452971115947,-1.9832500256641534,0.41637898677540264,-4.763088649173188,1.9065203354144564e-06,0.00011482901368336996
Cldn8,21.013295260406558,-1.9292248999008899,0.4056251329435089,-4.7561769309042585,1.9729357004043135e-06,0.0001183907024353319
Colec10,326.57723415483343,0.9509654900153467,0.20012425003723702,4.751875346632909,2.0153861279772532e-06,0.00012049341622487534
