gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
0610030E20Rik,792.9761316156494,0.05640255854779515,0.07472293705073206,0.754822558828241,0.4503554563721417,0.7118662938883912
1110002E22Rik,1.7692213600343525,0.19503092220337434,1.357173841845088,0.14370371443221183,0.8857344379539029,
1110004F10Rik,795.3973298470473,-0.014452359803481106,0.08592574945475155,-0.1681959121123722,0.8664291567952133,0.947218214978404
1110032F04Rik,0.41170462330190255,0.027977465294834615,2.2758137372521254,0.012293389760717107,0.9901915411651463,
1110038F14Rik,172.98642888036517,-0.25207501736870236,0.16881272355906313,-1.4932228569874826,0.1353788608969997,0.36929779936508683
1110059E24Rik,313.1125487629224,-0.04025605148395221,0.13234621509845784,-0.30417229124387174,0.7609966336916352,0.9001950017112605
1110059G10Rik,195.90615806691773,0.04484536670917462,0.13550105917306696,0.3309595288985635,0.7406750556707716,0.8893131833518967
1110065P20Rik,241.00898461863335,-0.15055015359197746,0.1867565294414778,-0.8061306024598941,0.42016754790063604,0.6897304791943133
1190005I06Rik,55.05542626728724,0.03290949007008795,0.28286374160674127,0.11634396788769494,0.9073799408525128,0.9644952348613349
1500009L16Rik,7.446040604360872,0.14596716210581115,0.6030075131349474,0.24206524616409728,0.8087296070083773,0.9217292387847927
1500011B03Rik,63.46207154851245,-0.2733767304744648,0.176580743192991,-1.5481684216023617,0.12158175215231017,0.34752286842718216
1600012H06Rik,670.8773494778,0.06375547597921058,0.08151050651808064,0.7821749453252184,0.4341117667660871,0.7000025335795844
1600014C10Rik,3839.991119286373,0.026505482744741612,0.12150674497067693,0.21814001149597206,0.8273200233144298,0.9298080117055284
1600029I14Rik,0.09385371955323088,0.6050482408148682,3.4810977635731746,0.173809608895849,0.8620150925335179,
1700001J03Rik,1.0513652949036039,1.4537474682725668,1.4468421777715146,1.0047726632573624,0.3150063299547493,
1700001K19Rik,4.377422043481408,-0.6257208024989926,0.767499456783009,-0.815271980936267,0.41491664336747425,0.6848856890239268
1700001O22Rik,0.9957793349846099,-1.2987140651895843,1.6218259377376663,-0.8007727802165994,0.423263199781588,
1700003E16Rik,26.16228596333417,0.7078573027525253,0.30204917869665776,2.343516727332051,0.019102905626963686,0.1066171271494981
1700003F12Rik,4.176216518543235,-0.8198057873269996,0.7972977294191202,-1.0282304302111556,0.30384144740060026,0.5833612299443401
1700008O03Rik,2.479420358983041,1.6567769182814744,1.019840468213101,1.624545181252096,0.10425950585193922,
1700009N14Rik,0.09758530432506334,-0.5491008670033185,3.4809897211512437,-0.1577427430098007,0.8746595180648045,
1700010I14Rik,13.017680058246153,-0.08259102110103805,0.4158533531721832,-0.1986061203331007,0.842570865654293,0.9353348763314481
1700014B07Rik,0.2915865154425675,-1.660961841784515,2.9293281909776496,-0.5670111825982108,0.5707065841112947,
1700016H13Rik,0.2132173775332442,-1.126174728423778,3.4083664424356166,-0.3304148035265287,0.7410865574724934,
1700017B05Rik,388.65530095703963,-0.25256926874313984,0.12785228037720245,-1.9754772304254957,0.04821401607334003,0.19489344503719996
1700019A02Rik,2.2057498515898435,2.1779932728184908,1.3005003227674057,1.674734896015881,0.0939862574906771,
1700019D03Rik,8.420778826778875,0.027564032504337532,0.4957075532062578,0.055605431722902304,0.9556561373129528,0.9840982842567906
1700020A23Rik,0.10393871669178507,-0.5491008670033185,3.4809897211512437,-0.1577427430098007,0.8746595180648045,
1700020L24Rik,3.359617403946846,0.9244328045871021,0.8026022387148074,1.1517944505953281,0.2494055488205703,0.522362452034915
1700020N01Rik,0.30546273770863347,-1.7186954204293936,3.3577009165346414,-0.5118667395198484,0.6087442775106602,
1700025B11Rik,0.4245102370245425,-1.0895672925824043,3.0103425259224843,-0.36194130176217043,0.7173958950131221,
1700025G04Rik,93.89051924964146,-0.30296501531793296,0.21071152152961334,-1.4378189342406429,0.1504854355883101,0.39381946468250706
1700028J19Rik,6.838058798388805,0.3742791757776173,0.5542017252759678,0.6753482688839393,0.49945452376212984,0.7477563492376869
1700028K03Rik,7.458733120759561,-0.7410281487916358,0.671455286335079,-1.103615034198774,0.26976016672037284,0.5463209902396222
1700029F12Rik,16.606875155107897,-0.10026460469790001,0.366353650753805,-0.2736825591654314,0.7843285819738058,0.9113791639912848
1700030C10Rik,0.26217756705264605,-1.5307579526561739,3.371658758760416,-0.45400737802391194,0.6498235164599278,
1700030J22Rik,10.718840043490001,0.2594437541921515,0.4391026348314705,0.5908499143753194,0.554620987381765,0.7890129520340542
1700030K09Rik,95.84929769345078,-0.23411666079010254,0.17945536076886084,-1.304595526079857,0.1920306125091411,0.45133716152965064
1700034J05Rik,0.41310650962979223,2.2181747036768407,3.330490229128781,0.6660204807918294,0.5053980095806968,
1700037C18Rik,30.35168017651258,-0.6904006582339717,0.2921466566976323,-2.3631989016685093,0.018117942657913146,0.10280320429273677
1700056E22Rik,15.432867736173737,0.1169599945780598,0.46097844451294395,0.2537211793094496,0.7997109706294778,0.9181874524176833
1700066M21Rik,431.9631216382075,0.31719590347827115,0.1125346968770667,2.8186498233942645,0.004822609857858234,0.04080399662252373
1700067K01Rik,14.812152149083511,-0.28626729257223993,0.38952102743685646,-0.7349212812872995,0.46238743679388206,0.720724367192835
1700073E17Rik,0.13175432404935244,0.6050482408148682,3.4810977635731746,0.173809608895849,0.8620150925335179,
1700084J12Rik,0.11567126713453027,0.6050482408148682,3.4810977635731746,0.173809608895849,0.8620150925335179,
1700088E04Rik,20.09062866396487,-1.1543832843345185,0.33426321506514606,-3.4535157693302736,0.0005533299516524451,0.008677195442403146
1700093K21Rik,2.1502756472824283,-0.7236729697798195,1.039596953206835,-0.696109167641856,0.48636046568081215,
1700102P08Rik,8.073502084590604,-0.5099541632264527,0.6176391020481703,-0.8256507101564318,0.40900226016548225,0.6799422157852251
1700109H08Rik,40.93414608316246,0.05094034973910465,0.25222803594081966,0.20196148913064046,0.8399468309807869,0.9345239307732851
1700113H08Rik,0.17478504470176404,-1.1261747284237786,3.4083664424356166,-0.3304148035265289,0.7410865574724933,
1700122O11Rik,0.16524260385191686,1.1821234872125945,3.408322473433247,0.3468344020927769,0.7287157303781837,
1700123O20Rik,349.8170068054266,-0.011788122336374732,0.1076892967707742,-0.10946419644160878,0.9128343181809222,0.9657871867913406
1700129C05Rik,0.08739252235088202,-0.5491008670033185,3.4809897211512437,-0.1577427430098007,0.8746595180648045,
1810009A15Rik,238.66038176557032,0.18311100825078314,0.16364513613195877,1.1189517304267915,0.26316073214465485,0.5379448065550437
1810010H24Rik,50.92603191196963,0.06156429510560291,0.2511583475976119,0.24512143711120787,0.8063624047520425,0.9202151176194888
1810014B01Rik,1.133271120885171,2.1552718612555797,1.7240100415778894,1.2501504105411012,0.2112446078032274,
1810024B03Rik,11.689725294123804,0.2613471785045119,0.469318797102425,0.5568649287394193,0.5776197181256484,0.8022249428780677
1810030O07Rik,242.47208798288685,-0.19531670706398938,0.1376129455951902,-1.4193192814762048,0.15580595324874405,0.4008410713069254
